time;V(U_a);
0.0049928;0.00054549;
0.0050028;0.00054549;
0.0050128;0.00054549;
0.0050228;0.00054549;
0.0050328;0.00054549;
0.0050428;0.00054549;
0.0050528;0.00054549;
0.0050628;0.00054549;
0.0050728;0.00054549;
0.0050828;0.00054549;
0.0050928;0.00054549;
0.0051028;0.00054549;
0.0051128;0.00054549;
0.0051228;0.00054549;
0.0051328;0.00054549;
0.0051428;0.00054549;
0.0051528;0.00054549;
0.0051628;0.00054549;
0.0051728;0.00054549;
0.0051828;0.00054549;
0.0051928;0.00054549;
0.0052028;0.00054549;
0.0052128;0.00054549;
0.0052228;0.00054549;
0.0052328;0.00054549;
0.0052428;0.00054549;
0.0052528;0.00054549;
0.0052628;0.00054549;
0.0052728;0.00054549;
0.0052828;0.00054549;
0.0052928;0.00054549;
0.0053028;0.00054549;
0.0053128;0.00054549;
0.0053228;0.00054549;
0.0053328;0.00054549;
0.0053428;0.00054549;
0.0053528;0.00054549;
0.0053628;0.00054549;
0.0053728;0.00054549;
0.0053828;0.00054549;
0.0053928;0.00054549;
0.0054028;0.00054549;
0.0054128;0.00054549;
0.0054228;0.00054549;
0.0054328;0.00054549;
0.0054428;0.00054549;
0.0054528;0.00054549;
0.0054628;0.00054549;
0.0054728;0.00054549;
0.0054828;0.00054549;
0.0054928;0.00054549;
0.0055028;0.00054549;
0.0055128;0.00054549;
0.0055228;0.00054549;
0.0055328;0.00054549;
0.0055428;0.00054549;
0.0055528;0.00054549;
0.0055628;0.00054549;
0.0055728;0.00054549;
0.0055828;0.00054549;
0.0055928;0.00054549;
0.0056028;0.00054549;
0.0056128;0.00054549;
0.0056228;0.00054549;
0.0056328;0.00054549;
0.0056428;0.00054549;
0.0056528;0.00054549;
0.0056628;0.00054549;
0.0056728;0.00054549;
0.0056828;0.00054549;
0.0056928;0.00054549;
0.0057028;0.00054549;
0.0057128;0.00054549;
0.0057228;0.00054549;
0.0057328;0.00054549;
0.0057428;0.00054549;
0.0057528;0.00054549;
0.0057628;0.00054549;
0.0057728;0.00054549;
0.0057828;0.00054549;
0.0057928;0.00054549;
0.0058028;0.00054549;
0.0058128;0.00054549;
0.0058228;0.00054549;
0.0058328;0.00054549;
0.0058428;0.00054549;
0.0058528;0.00054549;
0.0058628;0.00054549;
0.0058728;0.00054549;
0.0058828;0.00054549;
0.0058928;0.00054549;
0.0059028;0.00054549;
0.0059128;0.00054549;
0.0059228;0.00054549;
0.0059328;0.00054549;
0.0059428;0.00054549;
0.0059528;0.00054549;
0.0059628;0.00054549;
0.0059728;0.00054549;
0.0059828;0.00054549;
0.0059928;0.00054549;
0.0060028;0.00054549;
0.0060128;0.00054549;
0.0060228;0.00054549;
0.0060328;0.00054549;
0.0060428;0.00054549;
0.0060528;0.00054549;
0.0060628;0.00054549;
0.0060728;0.00054549;
0.0060828;0.00054549;
0.0060928;0.00054549;
0.0061028;0.00054549;
0.0061128;0.00054549;
0.0061228;0.00054549;
0.0061328;0.00054549;
0.0061428;0.00054549;
0.0061528;0.00054549;
0.0061628;0.00054549;
0.0061728;0.00054549;
0.0061828;0.00054549;
0.0061928;0.00054549;
0.0062028;0.00054549;
0.0062128;0.00054549;
0.0062228;0.00054549;
0.0062328;0.00054549;
0.0062428;0.00054549;
0.0062528;0.00054549;
0.0062628;0.00054549;
0.0062728;0.00054549;
0.0062828;0.00054549;
0.0062928;0.00054549;
0.0063028;0.00054549;
0.0063128;0.00054549;
0.0063228;0.00054549;
0.0063328;0.00054549;
0.0063428;0.00054549;
0.0063528;0.00054549;
0.0063628;0.00054549;
0.0063728;0.00054549;
0.0063828;0.00054549;
0.0063928;0.00054549;
0.0064028;0.00054549;
0.0064128;0.00054549;
0.0064228;0.00054549;
0.0064328;0.00054549;
0.0064428;0.00054549;
0.0064528;0.00054549;
0.0064628;0.00054549;
0.0064728;0.00054549;
0.0064828;0.00054549;
0.0064928;0.00054549;
0.0065028;0.00054549;
0.0065128;0.00054549;
0.0065228;0.00054549;
0.0065328;0.00054549;
0.0065428;0.00054549;
0.0065528;0.00054549;
0.0065628;0.00054549;
0.0065728;0.00054549;
0.0065828;0.00054549;
0.0065928;0.00054549;
0.0066028;0.00054549;
0.0066128;0.00054549;
0.0066228;0.00054549;
0.0066328;0.00054549;
0.0066428;0.00054549;
0.0066528;0.00054549;
0.0066628;0.00054549;
0.0066728;0.00054549;
0.0066828;0.00054549;
0.0066928;0.00054549;
0.0067028;0.00054549;
0.0067128;0.00054549;
0.0067228;0.00054549;
0.0067328;0.00054549;
0.0067428;0.00054549;
0.0067528;0.00054549;
0.0067628;0.00054549;
0.0067728;0.00054549;
0.0067828;0.00054549;
0.0067928;0.00054549;
0.0068028;0.00054549;
0.0068128;0.00054549;
0.0068228;0.00054549;
0.0068328;0.00054549;
0.0068428;0.00054549;
0.0068528;0.00054549;
0.0068628;0.00054549;
0.0068728;0.00054549;
0.0068828;0.00054549;
0.0068928;0.00054549;
0.0069028;0.00054549;
0.0069128;0.00054549;
0.0069228;0.00054549;
0.0069328;0.00054549;
0.0069428;0.00054549;
0.0069528;0.00054549;
0.0069628;0.00054549;
0.0069728;0.00054549;
0.0069828;0.00054549;
0.0069928;0.00054549;
0.0070028;0.00054549;
0.0070128;0.00054549;
0.0070228;0.00054549;
0.0070328;0.00054549;
0.0070428;0.00054549;
0.0070528;0.00054549;
0.0070628;0.00054549;
0.0070728;0.00054549;
0.0070828;0.00054549;
0.0070928;0.00054549;
0.0071028;0.00054549;
0.0071128;0.00054549;
0.0071228;0.00054549;
0.0071328;0.00054549;
0.0071428;0.00054549;
0.0071528;0.00054549;
0.0071628;0.00054549;
0.0071728;0.00054549;
0.0071828;0.00054549;
0.0071928;0.00054549;
0.0072028;0.00054549;
0.0072128;0.00054549;
0.0072228;0.00054549;
0.0072328;0.00054549;
0.0072428;0.00054549;
0.0072528;0.00054549;
0.0072628;0.00054549;
0.0072728;0.00054549;
0.0072828;0.00054549;
0.0072928;0.00054549;
0.0073028;0.00054549;
0.0073128;0.00054549;
0.0073228;0.00054549;
0.0073328;0.00054549;
0.0073428;0.00054549;
0.0073528;0.00054549;
0.0073628;0.00054549;
0.0073728;0.00054549;
0.0073828;0.00054549;
0.0073928;0.00054549;
0.0074028;0.00054549;
0.0074128;0.00054549;
0.0074228;0.00054549;
0.0074328;0.00054549;
0.0074428;0.00054549;
0.0074528;0.00054549;
0.0074628;0.00054549;
0.0074728;0.00054549;
0.0074828;0.00054549;
0.0074928;0.00054549;
0.0075028;0.00054549;
0.0075128;0.00054549;
0.0075228;0.00054549;
0.0075328;0.00054549;
0.0075428;0.00054549;
0.0075528;0.00054549;
0.0075628;0.00054549;
0.0075728;0.00054549;
0.0075828;0.00054549;
0.0075928;0.00054549;
0.0076028;0.00054549;
0.0076128;0.00054549;
0.0076228;0.00054549;
0.0076328;0.00054549;
0.0076428;0.00054549;
0.0076528;0.00054549;
0.0076628;0.00054549;
0.0076728;0.00054549;
0.0076828;0.00054549;
0.0076928;0.00054549;
0.0077028;0.00054549;
0.0077128;0.00054549;
0.0077228;0.00054549;
0.0077328;0.00054549;
0.0077428;0.00054549;
0.0077528;0.00054549;
0.0077628;0.00054549;
0.0077728;0.00054549;
0.0077828;0.00054549;
0.0077928;0.00054549;
0.0078028;0.00054549;
0.0078128;0.00054549;
0.0078228;0.00054549;
0.0078328;0.00054549;
0.0078428;0.00054549;
0.0078528;0.00054549;
0.0078628;0.00054549;
0.0078728;0.00054549;
0.0078828;0.00054549;
0.0078928;0.00054549;
0.0079028;0.00054549;
0.0079128;0.00054549;
0.0079228;0.00054549;
0.0079328;0.00054549;
0.0079428;0.00054549;
0.0079528;0.00054549;
0.0079628;0.00054549;
0.0079728;0.00054549;
0.0079828;0.00054549;
0.0079928;0.00054549;
0.0080028;0.00054549;
0.0080128;0.00054549;
0.0080228;0.00054549;
0.0080328;0.00054549;
0.0080428;0.00054549;
0.0080528;0.00054549;
0.0080628;0.00054549;
0.0080728;0.00054549;
0.0080828;0.00054549;
0.0080928;0.00054549;
0.0081028;0.00054549;
0.0081128;0.00054549;
0.0081228;0.00054549;
0.0081328;0.00054549;
0.0081428;0.00054549;
0.0081528;0.00054549;
0.0081628;0.00054549;
0.0081728;0.00054549;
0.0081828;0.00054549;
0.0081928;0.00054549;
0.0082028;0.00054549;
0.0082128;0.00054549;
0.0082228;0.00054549;
0.0082328;0.00054549;
0.0082428;0.00054549;
0.0082528;0.00054549;
0.0082628;0.00054549;
0.0082728;0.00054549;
0.0082828;0.00054549;
0.0082928;0.00054549;
0.0083028;0.00054549;
0.0083128;0.00054549;
0.0083228;0.00054549;
0.0083328;0.00054549;
0.0083428;0.00054549;
0.0083528;0.00054549;
0.0083628;0.00054549;
0.0083728;0.00054549;
0.0083828;0.00054549;
0.0083928;0.00054549;
0.0084028;0.00054549;
0.0084128;0.00054549;
0.0084228;0.00054549;
0.0084328;0.00054549;
0.0084428;0.00054549;
0.0084528;0.00054549;
0.0084628;0.00054549;
0.0084728;0.00054549;
0.0084828;0.00054549;
0.0084928;0.00054549;
0.0085028;0.00054549;
0.0085128;0.00054549;
0.0085228;0.00054549;
0.0085328;0.00054549;
0.0085428;0.00054549;
0.0085528;0.00054549;
0.0085628;0.00054549;
0.0085728;0.00054549;
0.0085828;0.00054549;
0.0085928;0.00054549;
0.0086028;0.00054549;
0.0086128;0.00054549;
0.0086228;0.00054549;
0.0086328;0.00054549;
0.0086428;0.00054549;
0.0086528;0.00054549;
0.0086628;0.00054549;
0.0086728;0.00054549;
0.0086828;0.00054549;
0.0086928;0.00054549;
0.0087028;0.00054549;
0.0087128;0.00054549;
0.0087228;0.00054549;
0.0087328;0.00054549;
0.0087428;0.00054549;
0.0087528;0.00054549;
0.0087628;0.00054549;
0.0087728;0.00054549;
0.0087828;0.00054549;
0.0087928;0.00054549;
0.0088028;0.00054549;
0.0088128;0.00054549;
0.0088228;0.00054549;
0.0088328;0.00054549;
0.0088428;0.00054549;
0.0088528;0.00054549;
0.0088628;0.00054549;
0.0088728;0.00054549;
0.0088828;0.00054549;
0.0088928;0.00054549;
0.0089028;0.00054549;
0.0089128;0.00054549;
0.0089228;0.00054549;
0.0089328;0.00054549;
0.0089428;0.00054549;
0.0089528;0.00054549;
0.0089628;0.00054549;
0.0089728;0.00054549;
0.0089828;0.00054549;
0.0089928;0.00054549;
0.0090028;0.00054549;
0.0090128;0.00054549;
0.0090228;0.00054549;
0.0090328;0.00054549;
0.0090428;0.00054549;
0.0090528;0.00054549;
0.0090628;0.00054549;
0.0090728;0.00054549;
0.0090828;0.00054549;
0.0090928;0.00054549;
0.0091028;0.00054549;
0.0091128;0.00054549;
0.0091228;0.00054549;
0.0091328;0.00054549;
0.0091428;0.00054549;
0.0091528;0.00054549;
0.0091628;0.00054549;
0.0091728;0.00054549;
0.0091828;0.00054549;
0.0091928;0.00054549;
0.0092028;0.00054549;
0.0092128;0.00054549;
0.0092228;0.00054549;
0.0092328;0.00054549;
0.0092428;0.00054549;
0.0092528;0.00054549;
0.0092628;0.00054549;
0.0092728;0.00054549;
0.0092828;0.00054549;
0.0092928;0.00054549;
0.0093028;0.00054549;
0.0093128;0.00054549;
0.0093228;0.00054549;
0.0093328;0.00054549;
0.0093428;0.00054549;
0.0093528;0.00054549;
0.0093628;0.00054549;
0.0093728;0.00054549;
0.0093828;0.00054549;
0.0093928;0.00054549;
0.0094028;0.00054549;
0.0094128;0.00054549;
0.0094228;0.00054549;
0.0094328;0.00054549;
0.0094428;0.00054549;
0.0094528;0.00054549;
0.0094628;0.00054549;
0.0094728;0.00054549;
0.0094828;0.00054549;
0.0094928;0.00054549;
0.0095028;0.00054549;
0.0095128;0.00054549;
0.0095228;0.00054549;
0.0095328;0.00054549;
0.0095428;0.00054549;
0.0095528;0.00054549;
0.0095628;0.00054549;
0.0095728;0.00054549;
0.0095828;0.00054549;
0.0095928;0.00054549;
0.0096028;0.00054549;
0.0096128;0.00054549;
0.0096228;0.00054549;
0.0096328;0.00054549;
0.0096428;0.00054549;
0.0096528;0.00054549;
0.0096628;0.00054549;
0.0096728;0.00054549;
0.0096828;0.00054549;
0.0096928;0.00054549;
0.0097028;0.00054549;
0.0097128;0.00054549;
0.0097228;0.00054549;
0.0097328;0.00054549;
0.0097428;0.00054549;
0.0097528;0.00054549;
0.0097628;0.00054549;
0.0097728;0.00054549;
0.0097828;0.00054549;
0.0097928;0.00054549;
0.0098028;0.00054549;
0.0098128;0.00054549;
0.0098228;0.00054549;
0.0098328;0.00054549;
0.0098428;0.00054549;
0.0098528;0.00054549;
0.0098628;0.00054549;
0.0098728;0.00054549;
0.0098828;0.00054549;
0.0098928;0.00054549;
0.0099028;0.00054549;
0.0099128;0.00054549;
0.0099228;0.00054549;
0.0099328;0.00054549;
0.0099428;0.00054549;
0.0099528;0.00054549;
0.0099628;0.00054549;
0.0099728;0.00054549;
0.0099828;0.00054549;
0.0099928;0.00054549;
0.0100028;0.00054549;
0.0100128;0.00054549;
0.0100228;0.00054549;
0.0100328;0.00054549;
0.0100428;0.00054549;
0.0100528;0.00054549;
0.0100628;0.00054549;
0.0100728;0.00054549;
0.0100828;0.00054549;
0.0100928;0.00054549;
0.0101028;0.00054549;
0.0101128;0.00054549;
0.0101228;0.00054549;
0.0101328;0.00054549;
0.0101428;0.00054549;
0.0101528;0.00054549;
0.0101628;0.00054549;
0.0101728;0.00054549;
0.0101828;0.00054549;
0.0101928;0.00054549;
0.0102028;0.00054549;
0.0102128;0.00054549;
0.0102228;0.00054549;
0.0102328;0.00054549;
0.0102428;0.00054549;
0.0102528;0.00054549;
0.0102628;0.00054549;
0.0102728;0.00054549;
0.0102828;0.00054549;
0.0102928;0.00054549;
0.0103028;0.00054549;
0.0103128;0.00054549;
0.0103228;0.00054549;
0.0103328;0.00054549;
0.0103428;0.00054549;
0.0103528;0.00054549;
0.0103628;0.00054549;
0.0103728;0.00054549;
0.0103828;0.00054549;
0.0103928;0.00054549;
0.0104028;0.00054549;
0.0104128;0.00054549;
0.0104228;0.00054549;
0.0104328;0.00054549;
0.0104428;0.00054549;
0.0104528;0.00054549;
0.0104628;0.00054549;
0.0104728;0.00054549;
0.0104828;0.00054549;
0.0104928;0.00054549;
0.0105028;0.00054549;
0.0105128;0.00054549;
0.0105228;0.00054549;
0.0105328;0.00054549;
0.0105428;0.00054549;
0.0105528;0.00054549;
0.0105628;0.00054549;
0.0105728;0.00054549;
0.0105828;0.00054549;
0.0105928;0.00054549;
0.0106028;0.00054549;
0.0106128;0.00054549;
0.0106228;0.00054549;
0.0106328;0.00054549;
0.0106428;0.00054549;
0.0106528;0.00054549;
0.0106628;0.00054549;
0.0106728;0.00054549;
